,company_name,best_match,best_score
6027,professionals group,,-1
6028,yuma energy -old,,-1
6029,spdr ssga active etf trust,,-1
6030,pra health sciences,,-1
6031,interline resources-old,,-1
6032,nve,,-1
6033,xenon pharmaceuticals,,-1
6034,river city bank/ca,,-1
6035,ctt pharmaceutical hldgs,,-1
6036,cdk global,,-1
6037,three-five systems,,-1
6038,one touch total communic,,-1
6039,france growth,,-1
6040,uscf etf tr stk split idx fd,,-1
6041,greenhawk resources,,-1
6044,invesco bultshrs 2023 cp etf,,-1
6045,invesco bultshrs 2024 cp etf,,-1
6046,invesco bultshrs 2021 hg etf,,-1
6047,invesco bultshrs 2022 hg etf,,-1
6048,spdr msci taiwan strategicfa,,-1
6049,sierra monitor,,-1
6050,spdr msci s korea strategicf,,-1
6051,prandium,,-1
6052,spdr msci mex strategicfactr,,-1
6053,freshpet,,-1
6054,victory cptl hldgs,,-1
6055,vwr,,-1
6056,proteon therapeutics,,-1
6057,citius pharmaceuticals,,-1
6058,amisk -cl a,,-1
6059,arden,,-1
6060,sky solar hldgs -adr,,-1
6061,triumph bancorp,,-1
6062,travelport worldwide,,-1
6063,neuroderm,,-1
6064,etf ser solutions deep value,,-1
6065,british controlled oilfields,,-1
6066,source etf tr euro stoxx 50,,-1
6068,citizens financial group,,-1
6069,great basin scientific,,-1
6071,hi-def enterprise,,-1
6072,contagious gaming,,-1
6073,hess midstream,,-1
6074,mammoth energy,,-1
6075,datamark systems group,,-1
6076,viveve medical,,-1
6077,ishares crncy hdg msci emrg,,-1
6078,coherus biosciences,,-1
6079,exmar energy prtrs -redh,,-1
6080,metaldyne performance group,,-1
6081,hubspot,,-1
6082,wells fargo rl estate invest,,-1
6083,siricomm,,-1
6084,globex mining,,-1
6085,twinlab consolidated hldgs,,-1
6086,guggenheim emerg mkts re etf,,-1
6087,ark indl innovation etf,,-1
6088,ark web x0 etf,,-1
6089,cgi,,-1
6090,evraz north america plc-redh,,-1
6091,medequities realty trust,,-1
6092,victoryshares dev enh volaty,,-1
6093,arrow inv tr dwa tacticl etf,,-1
6094,marimed,,-1
6095,prosper marketplace,,-1
6096,inter-rock minerals,,-1
6097,kwg resources,,-1
6098,msv resources,,-1
6099,etf series falah russl-ideal,,-1
6100,proshares mgd futures stratg,,-1
6101,maax,,-1
6102,metro,,-1
6103,columbia pipeline prtnrs,,-1
6104,kimree -adr-redh,,-1
6105,virginia mines,,-1
6106,boot barn,,-1
6107,penntex midstream prtnrs,,-1
6109,vaaldiam mining,,-1
6110,etfis ser tr i infracap mlp,,-1
6111,pangaea logistics solutions,,-1
6112,liberty health sciences,,-1
6114,renaissance intl ipo etf,,-1
6115,dominion enrg midstrm prt,,-1
6116,virobay -redh,,-1
6117,safe technologies intl,,-1
6118,mettrum health,,-1
6119,fidelity corporate bond etf,,-1
6120,fidelity total bond etf,,-1
6121,fidelity limited term bond,,-1
6122,saturn solutions,,-1
6123,proshrs mrngstr alt solution,,-1
6124,mazarin,,-1
6125,purpose multi-strgy mkt ntrl,,-1
6126,purpose enhanced us eqty fd,,-1
6127,harmony merger,,-1
6128,mevion medical systems -redh,,-1
6129,navios maritime midstr pn,,-1
6130,horizons active fltg rt sr,,-1
6131,kincora copper,,-1
6132,hydra industries acquisition,,-1
6133,ishares msci emrg mk horizon,,-1
6134,mdsi mobile data solutions,,-1
6135,ishares gsci cm dy ro st etf,,-1
6136,china customer relatns ctrs,,-1
6137,polypid,,-1
6138,thai capital,,-1
6139,etf series vident core us bd,,-1
6140,ocean rig partners -spn,,-1
6141,polar star realty tr -redh,,-1
6142,western quebec mines,,-1
6143,habit restaurants (the),,-1
6145,technical ventures,,-1
6146,melrose bancorp,,-1
6147,first tr eurozone alphadex,,-1
6148,global x dax germany etf,,-1
6149,neothetics,,-1
6150,connecture,,-1
6151,workiva,,-1
6152,tri-valley,,-1
6153,rbc quant eafe divid leader,,-1
6154,deep down,,-1
6155,rbc quant emerging mkt divid,,-1
6156,rbc quant euro divid leaders,,-1
6157,rbc quant u s divid leaders,,-1
6158,rbc quant european divid lea,,-1
6159,global x jpmorgan efficiente,,-1
6160,global x jpmorgan us sector,,-1
6161,alpha archit us qnt val etf,,-1
6162,new senior investment group,,-1
6163,corbus pharmaceuticals hldgs,,-1
6164,sientra,,-1
6165,syneos health,,-1
6166,upland software,,-1
6167,green brick partners,,-1
6168,dorel industries,,-1
6169,first tr alphadex us health,,-1
6170,first trust indxx nexg etf,,-1
6171,contango oil & gas,,-1
6172,ust liquidating,,-1
6173,first tr alphadex us tech se,,-1
6175,first trust cld comput etf,,-1
6176,first trust nyse arca biotec,,-1
6177,first tr alphadex us ind sec,,-1
6178,first trust nsdq cybrscu etf,,-1
6179,fountain asset,,-1
6180,first trust dow jons int etf,,-1
6181,first trust nasdaq clean edg,,-1
6182,dommo energia sa,,-1
6183,ark innovation etf,,-1
6184,ark genomic rev multi-sector,,-1
6185,alps stoxx europe 600 etf,,-1
6186,van houtte,,-1
6187,joint (the),,-1
6188,azarga uranium,,-1
6189,intl bancshares,,-1
6190,greatland connections -spn,,-1
6191,cambria global momentum etf,,-1
6192,radius bancorp -redh,,-1
6193,first tr emg mkts local curr,,-1
6194,first trust intl eqty opprt,,-1
6195,first tr low dur opp etf,,-1
6196,ehi car -adr,,-1
6197,nemaura medical,,-1
6198,ashford,,-1
6199,ensurge,,-1
6200,u s b holding,,-1
6201,landmark infrast prtns,,-1
6203,terryville minrl&rlty -redh,,-1
6204,jpmorgan divr ret intl eqty,,-1
6205,axalta coating systems,,-1
6207,attis industries,,-1
6208,tantech,,-1
6209,boundless,,-1
6210,allied waste industries,,-1
6211,invesco optimum yld divr etf,,-1
6212,axiom,,-1
6213,micron solutions,,-1
6214,floor & decor hldgs,,-1
6215,rice midstream partners,,-1
6216,hello group -adr,,-1
6217,on deck capital,,-1
6218,vaneck vectors chinaamc bond,,-1
6219,uniroyal global engineered,,-1
6220,etfmg prime cybr scurty etf,,-1
6221,velocity express,,-1
6222,hortonworks,,-1
6223,unique fabricating,,-1
6224,environmental energy service,,-1
6225,new relic,,-1
6226,bmo equity linked cp bd etf,,-1
6227,bmo intl dividend etf,,-1
6228,bmo msci all ctry wrld hi qu,,-1
6229,bmo msci usa hi qual index,,-1
6230,flexshares credit-scored us,,-1
6231,sooum,,-1
6232,intl packaging log -old,,-1
6233,emerg mkts internet & ecomrc,,-1
6234,county bancorp,,-1
6235,azure midstream prtnrs-redh,,-1
6236,k-swiss -cl a,,-1
6237,trueblue,,-1
6238,intrepid aviation -redh,,-1
6239,hemostemix,,-1
6240,national bancshares/oh,,-1
6241,ovale group,,-1
6242,psychiatric solutions,,-1
6243,origo acquisition,,-1
6244,histogenics,,-1
6245,juno therapeutics,,-1
6246,global x gf china bond etf,,-1
6247,ci mrnstr intl value indx,,-1
6248,ci mnstr intl mtm index etf,,-1
6249,netwolves,,-1
6250,sicor,,-1
6251,polestar exploration,,-1
6252,nuveen ca mun mkt opp fd,,-1
6253,bellicum pharmaceuticals,,-1
6254,hca healthcare,,-1
6255,advanced acceleratr app -adr,,-1
6256,century financial,,-1
6257,dandrit biotech usa -old,,-1
6258,smart sand,,-1
6259,ci global finl sec etf,,-1
6260,purpose us dividend,,-1
6261,esb financial,,-1
6262,miller/howard hgh incm eq fd,,-1
6263,ats medical,,-1
6264,nuveen global high income fd,,-1
6265,spdr msci acwi cl pa al etf,,-1
6266,arowana,,-1
6268,symmetry surgical,,-1
6269,utg,,-1
6270,onemain finl hldgs -redh,,-1
6271,klx,,-1
6272,westwood,,-1
6273,kraneshares bbg ba china etf,,-1
6274,neutrisci international,,-1
6275,merion,,-1
6276,briacell therapeutics,,-1
6277,ishares ibonds dec 2020 trm,,-1
6278,ag chem equipment,,-1
6279,vine energy,,-1
6280,yinfu gold,,-1
6281,genasys,,-1
6282,neurologix,,-1
6283,digital creative development,,-1
6284,ishares msci acwi low carbon,,-1
6285,etf series validea mkt legnd,,-1
6286,blimpie intl,,-1
6287,wisdomtree emg mkt ex-state,,-1
6288,tilray brands,,-1
6289,xtrackers msci eurozn hgd eq,,-1
6290,avolon,,-1
6291,warrior energy service,,-1
6292,cambria glbl asst allocation,,-1
6293,burzynski research institute,,-1
6294,restaurant brands intl,,-1
6295,lightning rod software,,-1
6296,brixmor operating prtnrs,,-1
6297,curo group hldgs,,-1
6298,alliance data sys -pro forma,,-1
6299,par pacific,,-1
6300,aurora cannabis,,-1
6301,nami -old,,-1
6302,urban edge properties,,-1
6303,cronos group,,-1
6305,voya global income solutions,,-1
6306,fintech acquisition,,-1
6307,virtus lifesci biot prod etf,,-1
6308,virtus lisci biotc clcal etf,,-1
6309,medovex,,-1
6310,alpha archi intl qnt val etf,,-1
6311,cyclone uranium,,-1
6314,encorium group,,-1
6315,galtech semiconductr matl cp,,-1
6316,patriot national,,-1
6317,micrografx,,-1
6318,swift transportation,,-1
6319,trimark,,-1
6320,fortune industries,,-1
6321,good times restaurants,,-1
6322,heartland partners -cl a,,-1
6323,polyvision,,-1
6324,nuveen invt quality mun fd,,-1
6325,eagle capital growth,,-1
6326,reality shares divs etf,,-1
6327,quality products,,-1
6328,almaden minerals,,-1
6329,gms,,-1
6330,harvest hlthcare led etf,,-1
6331,pieris pharmaceuticals,,-1
6332,avt,,-1
6333,ramp,,-1
6334,summit materials,,-1
6335,ascendis pharma as,,-1
6336,wet seal,,-1
6337,environmental elements,,-1
6338,itronics,,-1
6339,powershares russ 1000 eq wt,,-1
6340,infrareit,,-1
6341,lannett,,-1
6342,unifiedonline,,-1
6343,asante solutions -redh,,-1
6344,ev biologics,,-1
6345,zoominfo techno,,-1
6346,brandmakers,,-1
6347,mines management,,-1
6348,vista outdoor,,-1
6349,network six,,-1
6350,infraredx -redh,,-1
6351,news communications,,-1
6352,benechill -redh,,-1
6353,altheadx -redh,,-1
6354,entellus medical,,-1
6355,nuevo energy,,-1
6356,earthstone energy,,-1
6357,shake shack,,-1
6358,flex pharma,,-1
6359,easterly government pptys,,-1
6360,hailiang education grp -adr,,-1
6361,check-cap,,-1
6362,successories,,-1
6363,alps medical breakthroughs,,-1
6364,tracon pharmaceuticals,,-1
6365,carbylan therapeutics,,-1
6366,greenpower motor,,-1
6367,avinger,,-1
6368,princeton capital,,-1
6369,regency affiliates,,-1
6370,inovalon,,-1
6371,spark therapeutics,,-1
6372,htg molecular diagnostics,,-1
6373,nexvet biopharma plc,,-1
6374,stock yards bancorp,,-1
6375,sys,,-1
6376,purebase,,-1
6377,eagle graphite,,-1
6378,winland,,-1
6379,patriot transportation,,-1
6380,wyoming oil & minerals,,-1
6381,gratitude health -old,,-1
6382,baxalta,,-1
6383,peebles,,-1
6384,chemours,,-1
6385,state financial svcs cp-cl a,,-1
6386,tayco developments,,-1
6387,avant diagnostics,,-1
6388,tel-instrument electronics,,-1
6389,frankly,,-1
6390,touchstone software,,-1
6392,americare health scan,,-1
6393,kenon,,-1
6394,tetra bio-pharma,,-1
6395,grntshrs hips us hgh etf,,-1
6396,sino agro food,,-1
6397,essex bancorp/de,,-1
6398,european warrant,,-1
6399,bj,,-1
6400,direxion dev mkts bull 125x,,-1
6401,portfolioplus s&p small cap,,-1
6402,command security,,-1
6403,direxion emg mkts bull 125x,,-1
6404,jpmorgan divr ret emg mkt eq,,-1
6405,boundary creek res,,-1
6406,portfolioplus s&p 500 etf,,-1
6407,cohbar,,-1
6408,maxx petroleum,,-1
6409,modtech,,-1
6411,veru,,-1
6412,telefonica chile sa,,-1
6413,ct,,-1
6414,ikos systems,,-1
6415,aberdeen latin amer eqty fd,,-1
6416,o'charley's,,-1
6417,hancock j patriot select div,,-1
6418,aberdeen singapore,,-1
6419,nexell therapeutics,,-1
6420,k & f industries,,-1
6421,actrade finl technolgies,,-1
6422,great ajax,,-1
6423,valor energy,,-1
6424,securac,,-1
6425,ckx lands,,-1
6426,telehealthcare-old,,-1
6427,mercurity fntch hld -adr,,-1
6428,china gewang biotech,,-1
6429,invitae,,-1
6430,avenue financial,,-1
6431,ishares msci intl quality fa,,-1
6432,ishares edge msci intl mmntm,,-1
6433,agfiq hedged div income,,-1
6434,quinpario acquisition 2,,-1
6435,greenpro capital,,-1
6436,alpha-en,,-1
6437,ci first ast core us eqt etf,,-1
6438,ci first asset core cdn eqt,,-1
6439,horizons cdn insider idx etf,,-1
6440,tankships investmt -spn,,-1
6441,hector communications,,-1
6442,bellerophon therapeutics,,-1
6443,ishares sh trm strat fxd,,-1
6444,north coast energy,,-1
6445,oakridge,,-1
6446,etfs divi-factor us lg cp ix,,-1
6447,etfs divi-factor dev eur idx,,-1
6448,sentigen holding,,-1
6449,reserve petroleum,,-1
6450,safetek intl,,-1
6451,essa pharma,,-1
6452,diatect international,,-1
6453,first capital rel est inv tr,,-1
6454,surge components-old,,-1
6455,vintage petroleum,,-1
6456,first northwest bancrp,,-1
6457,oppenheimer revenue wght etf,,-1
6458,reinhold industries -cl a,,-1
6459,first asset core balanced,,-1
6460,barington/hilco acq,,-1
6461,xenia hotels & resorts,,-1
6462,fairfax india hldgs,,-1
6463,actionview international-old,,-1
6465,ipsidy,,-1
6466,comstock resources -old,,-1
6467,transatlantic,,-1
6468,fidelity msci r e index etf,,-1
6469,proshares s&p400 div aristo,,-1
6470,spdr s&p 500 buyback etf,,-1
6471,injecto matic sys intl,,-1
6472,proshares russell2000 div gr,,-1
6473,concorde gaming,,-1
6474,espirito santo financial grp,,-1
6475,exponent,,-1
6476,fah mai group,,-1
6477,mapics,,-1
6478,maxpoint interactive,,-1
6479,steadymed,,-1
6480,tms,,-1
6481,mexico equity & income,,-1
6482,santa barbara restaurant grp,,-1
6483,global maintech,,-1
6484,ci energy giants coverd call,,-1
6485,invesco s&p high income infr,,-1
6486,blackhawk bancorp,,-1
6487,rebel group,,-1
6488,joe's jeans,,-1
6489,klox technologies -redh,,-1
6490,proshares ultra jr miners,,-1
6491,proshares ultrash jr miners,,-1
6492,safenet holding-redh,,-1
6493,proshares ultrsh gold miners,,-1
6494,proshares ultra gold miners,,-1
6496,eqt gp,,-1
6497,uniti group,,-1
6498,hq sustainable maritime ind,,-1
6499,sylvan,,-1
6500,kraneshares ftse em mkt plus,,-1
6501,naturalshrimp,,-1
6502,energizer,,-1
6503,benchmark electronics,,-1
6504,nexpoint residential tr,,-1
6506,federal-mogul motorprts -spn,,-1
6507,valeritas,,-1
6508,forterra,,-1
6509,ishares us high div eq indx,,-1
6510,ishares all cnty wld ex can,,-1
6511,metrisa,,-1
6513,softnet technology,,-1
6514,ishares s&p us totl mkt etf,,-1
6515,ishares msci eafe imi cdn-hd,,-1
6516,viewray,,-1
6517,firstbank,,-1
6518,sylogist,,-1
6519,genesis healthcare,,-1
6520,ishares s&p us ttl mkt cd-hg,,-1
6521,mainsource finl group,,-1
6522,main street restaurant group,,-1
6523,pacer pcfic afr hgh incm etf,,-1
6524,etf mgrs grp tr i sit rising,,-1
6525,bancinsurance,,-1
6527,philadelphia eng sltns -redh,,-1
6528,grant geophysical,,-1
6529,western water,,-1
6530,easic -redh,,-1
6531,coho energy,,-1
6532,national storage affiliates,,-1
6533,jernigan capital,,-1
6534,tuttle tactical mgmt us core,,-1
6535,entech solar,,-1
6536,spdr doubleline tot ret tact,,-1
6537,investment grade infrastr bd,,-1
6538,blue bird,,-1
6539,hartford multi dev mkt ex-us,,-1
6540,hartford multi emer mrkt etf,,-1
6541,norsat intl,,-1
6542,hartford mlt us eqty etf,,-1
6543,horizons active us div etf,,-1
6544,atlantic alliance partnershp,,-1
6546,ishares us fixed income ba,,-1
6547,arrow qvm equity factor etf,,-1
6548,xtrackers jp morgan esg us,,-1
6549,xtrackers bl us it gd cr esg,,-1
6550,xtrackers jp morgan esg em,,-1
6551,blackrock short matu mun etf,,-1
6552,raindance technologies -redh,,-1
6553,autolend group,,-1
6554,matrix service,,-1
6555,sparta surgical,,-1
6556,zoom technologies -old,,-1
6557,barnes & noble education,,-1
6558,orbital atk,,-1
6559,pacific rim mining,,-1
6561,cable one,,-1
6563,liberty digital,,-1
6564,wisdomtree eur hdg smlcp eq,,-1
6565,etsy,,-1
6566,opgen,,-1
6567,kornit digital,,-1
6568,topbuild,,-1
6569,pjt partners,,-1
6570,lumentum,,-1
6571,ethan allen interiors,,-1
6572,radient pharmaceuticals,,-1
6574,tallgrass energy group,,-1
6575,southern energy,,-1
6576,computerized thermal imaging,,-1
6577,pamet systems,,-1
6578,direxion val line conserv eq,,-1
6579,lehman t h &,,-1
6580,kaiser ventures,,-1
6581,direxion vl line mid&lgcp dv,,-1
6582,direxion val line sm&mdcp hg,,-1
6584,redify group,,-1
6585,biolase,,-1
6586,national commerce,,-1
6587,enviva,,-1
6589,ishares ibonds dec 2017 trm,,-1
6590,ishares ibonds dec 2019 trm,,-1
6591,biopulse intl,,-1
6592,ishares ibonds dec 2021 trm,,-1
6593,ishares ibonds dec 2023 trm,,-1
6594,ishares ibonds dec 2024 trm,,-1
6595,ishares ibonds dec 2022 trm,,-1
6596,continental fuels,,-1
6597,ishares ibonds dec 2025 trm,,-1
6598,pacer csop ftse chna a50 etf,,-1
6600,tyme technologies,,-1
6601,kempharm,,-1
6602,global x msci superdiv emerg,,-1
6603,global x superdiv reit etf,,-1
6604,goldman sachs bdc,,-1
6605,journal media group,,-1
6607,cidara therapeutics,,-1
6608,aequus pharmaceuticals,,-1
6609,zais group hldgs,,-1
6610,wayne farms -redh,,-1
6611,strategic acquisitions,,-1
6612,shineco,,-1
6613,ishares expnentl technol etf,,-1
6614,questrade russ us midcap val,,-1
6615,zevex international,,-1
6616,questrade russ us mdcp grwth,,-1
6617,north state telecommun,,-1
6618,questrd ru1000 eq wt us tech,,-1
6619,questrd ru1000 eq wt us indl,,-1
6620,questrd ru1000 eq wt us hlth,,-1
6621,questrd ru1000 eq wt us cons,,-1
6622,iq hedge event-driven trakr,,-1
6623,iq hedge long/short tracker,,-1
6624,hartford multi glo sm cp etf,,-1
6625,futureland,,-1
6626,upd holding,,-1
6627,blueprint medicines,,-1
6628,harvest us equity pl in etf,,-1
6629,tremont,,-1
6631,apigee,,-1
6632,commercial credit -redh,,-1
6633,virtu financial,,-1
6634,black stone minerals,,-1
6635,kaopu group,,-1
6636,ecolomondo,,-1
6637,northrim bancorp,,-1
6638,optimizerx,,-1
6639,louisville gas electric,,-1
6640,catellus development,,-1
6641,nuveen ca invt qual mun fd,,-1
6642,nuveen ny invt qual mun fd,,-1
6643,capital gaming intl,,-1
6644,bemax,,-1
6645,sprott junior gold minrs etf,,-1
6646,intl de ceramica sa de cv,,-1
6647,covanta holding,,-1
6648,visionics,,-1
6649,cannapharmarx,,-1
6650,code rebel,,-1
6651,multivir -redh,,-1
6652,gennum,,-1
6653,iteq,,-1
6654,cathay general bancorp,,-1
6655,great basin gold,,-1
6656,colucid pharmaceuticals,,-1
6657,blackrock strategic term tr,,-1
6658,castle holding,,-1
6659,health risk management,,-1
6660,infocus,,-1
6661,nuveen quality muni fd,,-1
6662,videocon d2h -adr,,-1
6663,emtec,,-1
6664,consol coal resources,,-1
6665,anterios -redh,,-1
6666,horizon global,,-1
6667,belmont bancorp,,-1
6668,ceridian hcm holding,,-1
6669,dacotah banks,,-1
